Unnamed: 0,participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,sender_role,recipient_role,body,intent,,timestamp,,recipient__code,recipient_role,catalog,parameter_db,sender_reqs_at_message,sender_pars_at_message
3963,03858kxd,1,19,6i3abjnd,1-engine_design-4-3-4,conrod,,are you broadcasting your latest values? and your FOS is above 2 right?,,,1554991694,,w4ps2wxc,crankshaft,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.93, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
3964,03858kxd,1,5,e81346x2,1-engine_design-1-4-5,pistonpin,,Same.,,,1554991696,,gvdgbam9,conrod,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 40.12, ""fos"": 2.08}","{""D"": 88, ""c"": 150, ""t_f"": 12, ""ds"": 53}"
3965,03858kxd,1,13,knoez4e8,1-engine_design-3-3-5,crankshaft,,heyy is there anyway you could reduce the weight slightly?,,,1554991701,,esr5er6x,pistonpin,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.68, ""fos"": 2.08}","{""D"": 88, ""c"": 150, ""t_f"": 12, ""ds"": 50}"
3966,03858kxd,1,11,xtonowdu,1-engine_design-3-1-3,piston,,"Literally, there is not",,,1554991702,,knoez4e8,crankshaft,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 40.12, ""fos"": 2.08}","{""D"": 88, ""c"": 150, ""t_f"": 12, ""ds"": 53}"
3967,03858kxd,1,7,wf24goaj,1-engine_design-2-2-3,flywheel,,Ok I think right now we just need to decrease mass,,,1554991704,,6ni4eewl,crankshaft,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.93, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
3968,03858kxd,1,10,qrh8zytg,1-engine_design-2-4-5,pistonpin,,whats your value right now?,,,1554991704,,nsv764q0,conrod,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.93, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
3969,03858kxd,1,16,m52lucfv,1-engine_design-4-1-3,piston,,"alright, just get FOS to right above 2 and that'll have to do",,,1554991704,,w4ps2wxc,crankshaft,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.62, ""fos"": 0.57}","{""D"": 40, ""c"": 80, ""t_f"": 10, ""ds"": 15}"
3970,03858kxd,1,8,6ni4eewl,1-engine_design-2-3-5,crankshaft,,"2.04, no bene",,,1554991705,,qrh8zytg,pistonpin,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.09, ""fos"": 1.46}","{""D"": 40.0, ""c"": 80, ""t_f"": 10, ""ds"": 15}"
3971,03858kxd,1,15,esr5er6x,1-engine_design-3-1-5,pistonpin,,I get higher weight if D decreases,,,1554991707,,xtonowdu,piston,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 41.95, ""fos"": 2.08}","{""D"": 90, ""c"": 150.0, ""t_f"": 12, ""ds"": 50}"
3972,03858kxd,1,10,qrh8zytg,1-engine_design-2-3-5,pistonpin,,and FOS?,,,1554991714,,6ni4eewl,crankshaft,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.93, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
3973,03858kxd,1,1,ickx0e9i,1-engine_design-1-1-3,piston,,yeah,,,1554991715,,v9fe9kul,crankshaft,0,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 39.61, \""fos\"": 2.01}""","""{\""D\"": 85, \""c\"": 150, \""t_f\"": 12, \""ds\"": 53}"""
3974,03858kxd,1,7,wf24goaj,1-engine_design-2-1-2,flywheel,,tf of 10 and ds of 15 is the lowest mass I can get,,,1554991717,,rrh7jd8t,piston,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.93, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
3975,03858kxd,1,16,m52lucfv,1-engine_design-4-1-5,piston,,"alright after talking with the others, the goal seems to be minimize mass while keeping FOS at just above 2",,,1554991719,,15o01kp2,pistonpin,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.62, ""fos"": 0.57}","{""D"": 40, ""c"": 80, ""t_f"": 10, ""ds"": 15}"
3976,03858kxd,1,11,xtonowdu,1-engine_design-3-1-5,piston,,"K, what is your weight?",,,1554991719,,esr5er6x,pistonpin,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 40.12, ""fos"": 2.08}","{""D"": 88, ""c"": 150, ""t_f"": 12, ""ds"": 53}"
3977,03858kxd,1,7,wf24goaj,1-engine_design-2-1-2,flywheel,,But FOS is low,,,1554991720,,rrh7jd8t,piston,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.93, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
3978,03858kxd,1,15,esr5er6x,1-engine_design-3-2-5,pistonpin,,Sure,,,1554991722,,muyhby70,flywheel,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 41.95, ""fos"": 2.08}","{""D"": 90, ""c"": 150.0, ""t_f"": 12, ""ds"": 50}"
3979,03858kxd,1,13,knoez4e8,1-engine_design-3-1-3,crankshaft,,ah okk,,,1554991723,,xtonowdu,piston,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.68, ""fos"": 2.08}","{""D"": 88, ""c"": 150, ""t_f"": 12, ""ds"": 50}"
3980,03858kxd,1,8,6ni4eewl,1-engine_design-2-1-3,crankshaft,,oh,,,1554991724,,rrh7jd8t,piston,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.09, ""fos"": 1.46}","{""D"": 40.0, ""c"": 80, ""t_f"": 10, ""ds"": 15}"
3981,03858kxd,1,15,esr5er6x,1-engine_design-3-1-5,pistonpin,,In D = 75?,,,1554991728,,xtonowdu,piston,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 41.95, ""fos"": 2.08}","{""D"": 90, ""c"": 150.0, ""t_f"": 12, ""ds"": 50}"
3982,03858kxd,1,21,8xct3hm1,1-engine_design-5-1-2,piston,,did u change D to 88?,,,1554991732,,r4iyr90s,flywheel,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.64, ""fos"": 2.03}","{""D"": 75, ""c"": 150, ""t_f"": 12, ""ds"": 60}"
3983,03858kxd,1,4,gvdgbam9,1-engine_design-1-2-4,conrod,,keep trying iterations,,,1554991733,,01joa5wb,flywheel,0,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 39.2, \""fos\"": 1.89}""","""{\""D\"": 88, \""c\"": 150, \""t_f\"": 12, \""ds\"": 53}"""
3984,03858kxd,1,11,xtonowdu,1-engine_design-3-1-5,piston,,yeah,,,1554991734,,esr5er6x,pistonpin,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 40.12, ""fos"": 2.08}","{""D"": 88, ""c"": 150, ""t_f"": 12, ""ds"": 53}"
3985,03858kxd,1,13,knoez4e8,1-engine_design-3-1-3,crankshaft,,how about increasing fos?,,,1554991738,,xtonowdu,piston,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.68, ""fos"": 2.08}","{""D"": 88, ""c"": 150, ""t_f"": 12, ""ds"": 50}"
3986,03858kxd,1,8,6ni4eewl,1-engine_design-2-2-3,crankshaft,,that's what the piston guy is saying,,,1554991740,,wf24goaj,flywheel,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.09, ""fos"": 1.46}","{""D"": 40.0, ""c"": 80, ""t_f"": 10, ""ds"": 15}"
3987,03858kxd,1,21,8xct3hm1,1-engine_design-5-1-2,piston,,cZ i was gonna try 80,,,1554991742,,r4iyr90s,flywheel,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.64, ""fos"": 2.03}","{""D"": 75, ""c"": 150, ""t_f"": 12, ""ds"": 60}"
3988,03858kxd,1,18,w4ps2wxc,1-engine_design-4-2-3,crankshaft,,1.92,,,1554991744,,a5fkv0r5,flywheel,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.93, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
3989,03858kxd,1,4,gvdgbam9,1-engine_design-1-2-4,conrod,,lowest mass is best i think flywheel is the heavist thing,,,1554991744,,01joa5wb,flywheel,0,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 39.2, \""fos\"": 1.89}""","""{\""D\"": 88, \""c\"": 150, \""t_f\"": 12, \""ds\"": 53}"""
3990,03858kxd,1,13,knoez4e8,1-engine_design-3-1-3,crankshaft,,i can still reduce the weight somewhat,,,1554991750,,xtonowdu,piston,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.68, ""fos"": 2.08}","{""D"": 88, ""c"": 150, ""t_f"": 12, ""ds"": 50}"
3991,03858kxd,1,18,w4ps2wxc,1-engine_design-4-3-4,crankshaft,,its 1.92,,,1554991752,,6i3abjnd,conrod,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.93, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
3992,03858kxd,1,4,gvdgbam9,1-engine_design-1-1-4,conrod,,any changes?,,,1554991752,,ickx0e9i,piston,0,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 39.2, \""fos\"": 1.89}""","""{\""D\"": 88, \""c\"": 150, \""t_f\"": 12, \""ds\"": 53}"""
3993,03858kxd,1,6,rrh7jd8t,1-engine_design-2-1-2,piston,,I just got my FOS up to 9,,,1554991754,,wf24goaj,flywheel,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.09, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
3994,03858kxd,1,15,esr5er6x,1-engine_design-3-1-5,pistonpin,,ms was 2.79,,,1554991754,,xtonowdu,piston,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 41.95, ""fos"": 2.08}","{""D"": 90, ""c"": 150.0, ""t_f"": 12, ""ds"": 50}"
3995,03858kxd,1,21,8xct3hm1,1-engine_design-5-1-2,piston,,and see what happens,,,1554991754,,r4iyr90s,flywheel,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.64, ""fos"": 2.03}","{""D"": 75, ""c"": 150, ""t_f"": 12, ""ds"": 60}"
3996,03858kxd,1,9,nsv764q0,1-engine_design-2-4-5,conrod,,"m at 1.63, fos at 53.27",,,1554991758,,qrh8zytg,pistonpin,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.93, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
3997,03858kxd,1,4,gvdgbam9,1-engine_design-1-1-4,conrod,,have you lowered mass as much as you can?,,,1554991765,,ickx0e9i,piston,0,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 39.2, \""fos\"": 1.89}""","""{\""D\"": 88, \""c\"": 150, \""t_f\"": 12, \""ds\"": 53}"""
3998,03858kxd,1,6,rrh7jd8t,1-engine_design-2-1-2,piston,,But my mass is like 0.9,,,1554991768,,wf24goaj,flywheel,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.13, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
3999,03858kxd,1,11,xtonowdu,1-engine_design-3-1-5,piston,,"Okay, lowest ms i can get is like 5.42",,,1554991769,,esr5er6x,pistonpin,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.19, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 52.4}"
4000,03858kxd,1,4,gvdgbam9,1-engine_design-1-1-4,conrod,,keeping fos at 2,,,1554991770,,ickx0e9i,piston,0,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 39.2, \""fos\"": 1.89}""","""{\""D\"": 88, \""c\"": 150, \""t_f\"": 12, \""ds\"": 53}"""
4001,03858kxd,1,18,w4ps2wxc,1-engine_design-4-3-4,crankshaft,,im going to try to change it to get FOS higher and yeah I broadcasted,,,1554991774,,6i3abjnd,conrod,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.93, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
4002,03858kxd,1,4,gvdgbam9,1-engine_design-1-3-4,conrod,,yeah i optimized mine as much as ic an,,,1554991782,,v9fe9kul,crankshaft,0,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 39.2, \""fos\"": 1.89}""","""{\""D\"": 88, \""c\"": 150, \""t_f\"": 12, \""ds\"": 53}"""
4003,03858kxd,1,22,r4iyr90s,1-engine_design-5-1-2,flywheel,,no i dont have control of it,,,1554991782,,8xct3hm1,piston,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.78, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 50}"
4004,03858kxd,1,6,rrh7jd8t,1-engine_design-2-1-5,piston,,I just bumped mine up,,,1554991788,,qrh8zytg,pistonpin,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.13, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
4005,03858kxd,1,1,ickx0e9i,1-engine_design-1-1-4,piston,,yeah,,,1554991789,,gvdgbam9,conrod,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.2, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 53}"
4006,03858kxd,1,11,xtonowdu,1-engine_design-3-1-3,piston,,does increasing D give you better or worse weight,,,1554991790,,knoez4e8,crankshaft,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.19, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 52.4}"
4007,03858kxd,1,1,ickx0e9i,1-engine_design-1-1-4,piston,,just above 2,,,1554991792,,gvdgbam9,conrod,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.2, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 53}"
4008,03858kxd,1,21,8xct3hm1,1-engine_design-5-1-2,piston,,yeah i have no idea how it got changed lol,,,1554991794,,r4iyr90s,flywheel,0,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 38.7, \""fos\"": 2.08}""","""{\""D\"": 88, \""c\"": 150, \""t_f\"": 12, \""ds\"": 53}"""
4009,03858kxd,1,6,rrh7jd8t,1-engine_design-2-1-5,piston,,But that also bumped up my mass like 0.3,,,1554991801,,qrh8zytg,pistonpin,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.13, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
4010,03858kxd,1,10,qrh8zytg,1-engine_design-2-4-5,pistonpin,,can you bring FOS down? it only needs to be 2,,,1554991802,,nsv764q0,conrod,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.93, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
4011,03858kxd,1,20,15o01kp2,1-engine_design-4-1-5,pistonpin,,"yeah agreed, it seems like every time I find a minimized mass it has very little effect, so im going to stick to maximizing FOS",,,1554991817,,m52lucfv,piston,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.13, ""fos"": 0.57}","{""D"": 40.0, ""c"": 130.0, ""t_f"": 10, ""ds"": 15}"
4012,03858kxd,1,8,6ni4eewl,1-engine_design-2-2-3,crankshaft,,also reducing c significantly reduces the FOS,,,1554991818,,wf24goaj,flywheel,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.64, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
4013,03858kxd,1,23,5am0qv0r,1-engine_design-5-2-3,crankshaft,,Hi Kamran,,,1554991820,,r4iyr90s,flywheel,0,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 39.2, \""fos\"": 1.89}""","""{\""D\"": 85, \""c\"": 150, \""t_f\"": 12, \""ds\"": 53}"""
4014,03858kxd,1,19,6i3abjnd,1-engine_design-4-1-4,conrod,,Are you broadcasting those values?,,,1554991822,,m52lucfv,piston,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.14, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 20}"
4015,03858kxd,1,9,nsv764q0,1-engine_design-2-4-5,conrod,,yes,,,1554991822,,qrh8zytg,pistonpin,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.09, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
4016,03858kxd,1,15,esr5er6x,1-engine_design-3-3-5,pistonpin,,I'm trying to while considering what piston did,,,1554991824,,knoez4e8,crankshaft,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 41.95, ""fos"": 2.08}","{""D"": 90, ""c"": 150.0, ""t_f"": 12, ""ds"": 50}"
4017,03858kxd,1,19,6i3abjnd,1-engine_design-4-2-4,conrod,,are you broadcasting the values giving that weight?,,,1554991831,,a5fkv0r5,flywheel,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.14, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 20}"
4018,03858kxd,1,10,qrh8zytg,1-engine_design-2-1-5,pistonpin,,I think the other designers have way too high fos's,,,1554991833,,rrh7jd8t,piston,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.13, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 15}"
4019,03858kxd,1,12,muyhby70,1-engine_design-3-1-2,flywheel,,Is it safe to say we are only tweaking ds and D at this point? I have partial control over ds. What do you have?,,,1554991834,,xtonowdu,piston,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.47, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 51.4}"
4020,03858kxd,1,14,dte0xz95,1-engine_design-3-4-5,conrod,,could you try decreasing the piston bore? Based on my simulations it really helps with weight and doesn't significantly impact FOS,,,1554991837,,esr5er6x,pistonpin,0,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 39.2, \""fos\"": 1.89}""","""{\""D\"": 85, \""c\"": 150, \""t_f\"": 12, \""ds\"": 53}"""
4021,03858kxd,1,12,muyhby70,1-engine_design-3-2-4,flywheel,,Is it safe to say we are only tweaking ds and D at this point? I have partial control over ds. What do you have?,,,1554991840,,dte0xz95,conrod,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.47, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 51.4}"
4022,03858kxd,1,12,muyhby70,1-engine_design-3-2-5,flywheel,,Is it safe to say we are only tweaking ds and D at this point? I have partial control over ds. What do you have?,,,1554991842,,esr5er6x,pistonpin,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.47, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 51.4}"
4023,03858kxd,1,12,muyhby70,1-engine_design-3-2-3,flywheel,,Is it safe to say we are only tweaking ds and D at this point? I have partial control over ds. What do you have?,,,1554991846,,knoez4e8,crankshaft,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.47, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 51.4}"
4024,03858kxd,1,16,m52lucfv,1-engine_design-4-1-4,piston,,yep,,,1554991847,,6i3abjnd,conrod,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.14, ""fos"": 0.57}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 20}"
4025,03858kxd,1,11,xtonowdu,1-engine_design-3-1-2,piston,,I have control over D,,,1554991849,,muyhby70,flywheel,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.19, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 52.4}"
4026,03858kxd,1,13,knoez4e8,1-engine_design-3-1-3,crankshaft,,increasing D gives me a worse weight,,,1554991857,,xtonowdu,piston,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.68, ""fos"": 2.08}","{""D"": 88, ""c"": 150, ""t_f"": 12, ""ds"": 50}"
4027,03858kxd,1,14,dte0xz95,1-engine_design-3-2-4,conrod,,I have conrod thickness and the ratio between conrod length and crank length,,,1554991864,,muyhby70,flywheel,0,0,"""{\""N\"": 6500, \""T\"": 220, \""NC\"": 4, \""P\"": 130000.0, \""LDr\"": 1.75, \""m\"": 39.2, \""fos\"": 1.89}""","""{\""D\"": 85, \""c\"": 150, \""t_f\"": 12, \""ds\"": 53}"""
4028,03858kxd,1,4,gvdgbam9,1-engine_design-1-2-4,conrod,,i waaaaaant mooooney,,,1554991889,,01joa5wb,flywheel,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.48, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 53}"
4029,03858kxd,1,4,gvdgbam9,1-engine_design-1-2-4,conrod,,lets get this bread,,,1554991897,,01joa5wb,flywheel,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.48, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 53}"
4030,03858kxd,1,2,01joa5wb,1-engine_design-1-2-4,flywheel,,noooooooooooo,,,1554991898,,gvdgbam9,conrod,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.48, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 53}"
4031,03858kxd,1,15,esr5er6x,1-engine_design-3-1-5,pistonpin,,NOOOOOO,,,1554991902,,xtonowdu,piston,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 41.95, ""fos"": 2.08}","{""D"": 90, ""c"": 150.0, ""t_f"": 12, ""ds"": 50}"
4032,03858kxd,1,2,01joa5wb,1-engine_design-1-2-4,flywheel,,$2 missed,,,1554991905,,gvdgbam9,conrod,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.48, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 53}"
4033,03858kxd,1,16,m52lucfv,1-engine_design-4-1-5,piston,,I think the global FOS is just the minimum value out of the 5 of us,,,1554991906,,15o01kp2,pistonpin,0,0,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.71, ""fos"": 1.92}","{""D"": 40, ""c"": 60, ""t_f"": 10, ""ds"": 20}"
4034,03858kxd,1,17,a5fkv0r5,1-engine_design-4-2-4,flywheel,,yes,,,1554991911,,6i3abjnd,conrod,0,0,"""{\""N\"": 3000, \""T\"": 8, \""NC\"": 1, \""P\"": 4000.0, \""LDr\"": 1.2, \""m\"": 4.66, \""fos\"": 1.92}""","""{\""D\"": 40, \""c\"": 60, \""t_f\"": 10, \""ds\"": 15}"""
4035,03858kxd,1,4,gvdgbam9,1-engine_design-1-2-4,conrod,,we have time,,,1554991912,,01joa5wb,flywheel,0,0,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 39.48, ""fos"": 1.89}","{""D"": 85, ""c"": 150, ""t_f"": 12, ""ds"": 53}"
